Source,Target
B,B
B,C
C,C#
C#,D
D,D
D,C#
C#,C
C,B
B,E
E,C
C,B
B,E
E,C
C,B
B,E
E,B
B,B
B,C
C,C#
C#,D
D,D
D,C#
C#,C
C,B
B,E
E,C
C,B
B,E
E,C
C,B
B,D/2
D/2,A/5
A/5,E
E,D/2
D/2,A/5
A/5,E
E,D
D,A
A,E
E,D
D,A
A,E
E,G
G,B
B,C
C,D
D,E
E,C
C,D
D,E
E,D/2
D/2,A/5
A/5,E
E,D/2
D/2,A/5
A/5,E
E,D
D,A
A,E
E,D
D,A
A,E
E,G
G,B
B,C
C,D
D,E
E,C
C,D
D,E
E,D/2
D/2,A/5
A/5,E
E,D/2
D/2,A/5
A/5,E
E,D
D,A
A,E
E,D
D,A
A,E
E,D
D,A
A,E
E,D
D,A
A,E
E,D
D,A
A,E
E,D
D,A
A,E
E,D
D,A
A,E
E,D
D,A
A,E
E,E
E,E/b7
E/b7,E/6
E/6,E/5
E/5,A
A,D
D,A
A,D
D,A
A,D
D,D
D,A
A,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,A
A,D:min
D:min,D:min/b7
D:min/b7,D:min/6
D:min/6,D:min/5
D:min/5,G
G,C
C,C/7
C/7,C/6
C/6,G
G,C
C,A
A,D
D,A
A,D
D,A
A,D
D,D
D,A
A,D
D,A
A,D
D,A
A,D
D,D
D,A
A,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,A
A,D:min
D:min,D:min/b7
D:min/b7,D:min/6
D:min/6,D:min/5
D:min/5,G
G,C
C,C/7
C/7,C/6
C/6,G
G,C
C,A
A,N
N,N
N,A:min7
A:min7,A:min7
A:min7,D:min
D:min,G:7
G:7,C
C,E
E,A:min
A:min,D:min9
D:min9,G:7
G:7,C
C,C
C,F:maj7
F:maj7,C
C,C
C,F:maj7
F:maj7,C
C,E/5
E/5,A:min
A:min,D:min9
D:min9,G:7
G:7,C
C,A:min7
A:min7,A:min7
A:min7,D:min
D:min,G:7
G:7,C
C,E
E,A:min
A:min,D:min9
D:min9,G:7
G:7,C
C,C
C,C
C,G
G,C
C,C
C,G
G,G
G,C
C,C:maj7/7
C:maj7/7,A:min
A:min,D:min9
D:min9,D:min
D:min,G:7
G:7,C:sus4
C:sus4,C
C,F
F,B:dim
B:dim,E:7
E:7,A:min
A:min,A:min7
A:min7,D:min9
D:min9,D:min
D:min,G:7
G:7,C:sus4
C:sus4,C
C,F
F,B:dim
B:dim,E:7
E:7,A:min
A:min,G
G,C/5
C/5,G
G,C
C,G
G,C
C,C
C,G
G,G
G,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,A
A,D
D,B
B,E
E,A
A,D#:dim/b5
D#:dim/b5,A
A,A
A,D
D,B
B,E
E,A
A,D#:dim/b5
D#:dim/b5,A
A,N
N,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A:7
A:7,D:7
D:7,A
A,A
A,G/2
G/2,F/3
F/3,C:maj6/5
C:maj6/5,D:min7/b3
D:min7/b3,A:min/5
A:min/5,D:min
D:min,G
G,C
C,D/b7
D/b7,Eb/6
Eb/6,F/5
F/5,C
C,N
N,N
N,D
D,D
D,D/7
D/7,D/6
D/6,D/5
D/5,E:9
E:9,A
A,D
D,D
D,D/7
D/7,D/6
D/6,D/5
D/5,E:9
E:9,A
A,B:min
B:min,B:sus2
B:sus2,D:7
D:7,G
G,E:dim/b3
E:dim/b3,D
D,B
B,E:7
E:7,A
A,D
D,B
B,E:7
E:7,A
A,D
D,A:(1)
